POA_CODE_2021,POA_NAME_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022r,2023p
2027,2027,8259.88133441775,8392.707598005998,8513.280351203763,8670.90417843116,8738.209697136876,8781.482476704563,8688.105566020222,8520.446398303926,8401.178747240623,8217.15834524682,7887.343781493802,7854.096012104752,8067.364995906818
2028,2028,4901.600661703887,4923.426674937965,4932.7111662531015,4946.31246898263,4962.514784946236,4954.524421009099,4984.216377171216,4971.233622828784,4920.792679900745,4912.677315963606,4747.000868486352,4677.795430107527,4796.979631927213
2029,2029,10271.716971143482,10298.34645211808,10382.024052549838,10444.42655448292,10548.250753435505,10645.747777216997,10593.161510683103,10470.59752599697,10394.656749699376,10334.346836848552,9985.937506290258,9913.971406058567,10043.114703033558
2030,2030,14873.49021815585,14890.958324132698,14908.506448539487,14929.298207470472,14927.885130084569,14943.445784582724,15008.379618615838,15064.981130291935,14973.723255601355,14793.589313653316,14537.394602768643,14366.77452599481,14451.621792259004
2031,2031,34575.0,35068.0,35607.0,36129.0,36507.0,36894.0,36842.0,36453.0,35885.0,35414.0,34074.0,33843.0,34856.0
2032,2032,16088.356643356643,16219.67365967366,16782.088578088576,17161.24941724942,17387.82983682984,17557.67365967366,17642.566433566433,17426.722610722612,16880.200466200466,16191.731934731935,14760.263403263403,15237.102564102564,16739.722610722612
2033,2033,13706.643356643357,14073.32634032634,14726.911421911422,15140.750582750583,15461.170163170164,15835.32634032634,16014.433566433567,15626.27738927739,15048.799533799534,14387.268065268065,12056.736596736597,12430.897435897436,13938.27738927739
2034,2034,20589.0,20949.0,21264.0,21553.0,21907.0,22210.0,22179.0,21896.0,21667.0,21218.0,20426.0,20203.0,20875.0
2035,2035,35453.0,35762.0,35975.0,36094.0,36322.0,36586.0,36640.0,36541.0,36435.0,36035.0,34783.0,35239.0,36262.0
2036,2036,28562.0,29056.0,29566.0,30315.0,31008.0,31693.0,32064.0,32279.0,32781.0,33390.0,33962.0,34197.0,34946.0
2037,2037,14751.938144329897,15011.350515463917,15341.350515463917,15701.556701030928,16297.144329896908,17108.628865979383,17602.24742268041,17807.350515463917,17601.18556701031,17522.082474226805,16842.690721649484,16975.103092783505,17710.319587628866
2038,2038,9245.396761133603,9385.48987854251,9525.257085020243,9611.07085020243,9759.374493927126,9868.165991902833,9907.910931174089,9931.143724696356,9951.305668016194,9951.095141700405,9542.372469635628,9550.41902834008,9829.303643724696
2039,2039,8467.333333333334,8590.666666666666,8690.0,8856.666666666666,8991.0,9146.333333333334,9205.0,9144.333333333334,9122.0,8941.333333333334,8576.0,8426.0,8663.0
2040,2040,22210.666666666668,22379.333333333332,22673.0,22905.333333333332,23091.0,23269.666666666668,23416.0,23526.666666666668,23538.0,23446.666666666668,22924.0,22870.0,23189.0
2041,2041,15743.0,15885.0,16072.0,16255.0,16406.0,16626.0,16634.0,16606.0,16445.0,16201.0,15631.0,15451.0,15757.0
2042,2042,19103.3310107723,19188.463525835556,19401.4986215878,19569.074285388346,19872.069577022376,20274.647262443377,20761.09953707264,20871.132304590243,20637.11555850196,20243.441364118975,18903.818557841532,18895.66121728979,19572.85716483677
2043,2043,7260.25,7436.45,7758.95,8008.9,8280.25,8517.55,8783.75,9082.4,9279.5,9367.3,9790.0,10147.15,10518.55
2044,2044,7677.0,7732.0,7855.0,7979.0,8113.0,8279.0,8308.0,8327.0,8346.0,8358.0,8340.0,8397.0,8675.0
2045,2045,7011.0,6949.0,6876.0,6837.0,6793.0,6737.0,6723.0,6700.0,6686.0,6656.0,6496.0,6455.0,6681.0
2046,2046,26688.0,27024.0,27387.0,27656.0,27919.0,28186.0,28113.0,28040.0,28132.0,27926.0,27378.0,27093.0,27594.0
2047,2047,12063.0,12209.0,12321.0,12418.0,12488.0,12583.0,12589.0,12436.0,12346.0,12282.0,12034.0,11984.0,12216.0
2048,2048,7816.972866519996,7885.464993571652,7999.178952725091,8113.130259970531,8224.094724118117,8364.645662316954,8382.835578411412,8394.195479635744,8275.46540591187,8123.988666458798,7682.630483562842,7636.535166623821,8042.859472960001
2049,2049,10952.200210787261,11145.586656572628,11303.507923077494,11428.594152880141,11617.96747641632,11869.580377487327,12157.03369627337,12485.23521334788,12560.052444464236,12572.267083787936,12359.917844922922,12346.274624627968,12614.194629378104
2050,2050,8430.957523312803,8871.22580954151,9256.709548158093,9720.357877022541,10337.696822265027,10872.48213820178,11064.682256255115,11172.560561365719,10966.919884992387,10411.788131859134,9488.888822719484,9498.487299712142,10305.4516875779
2060,2060,13697.690267706226,13897.39577098376,14175.377873428883,14442.825118778766,14711.533781244909,14910.124171044878,15148.05084091234,15406.213695566757,15579.928477237914,15639.772700135269,15279.185231325164,15315.766075052978,16048.162799601892
2061,2061,6026.390160183067,6080.110983981694,6106.146453089245,6160.550343249428,6222.902745995423,6299.907322654462,6409.742562929062,6441.62700228833,6487.938215102975,6402.716247139589,6229.941647597254,6241.908466819222,6565.779176201373
2062,2062,7086.250399447378,7160.021637048199,7272.31398172393,7379.536357057046,7361.055758390889,7399.898102369068,7419.435018557664,7393.2325871945095,7346.902451581927,7279.017827563824,7120.301735447502,7079.670934522862,7239.031113453046
2063,2063,6253.0,6343.0,6409.0,6541.0,6631.0,6656.0,6683.0,6700.0,6707.0,6641.0,6505.0,6452.0,6538.0
2064,2064,9088.0,9198.0,9293.0,9369.0,9637.0,9965.0,10063.0,10056.0,10044.0,10034.0,9471.0,9409.0,9694.0
2065,2065,28570.41917266333,29089.32160798635,29593.861691757942,30308.33818091476,31085.70771436878,31811.27040393159,32227.571577600935,32375.576714950403,32469.03085607718,32504.09322516132,31905.77138563008,32003.40452360494,33221.67691074369
2066,2066,29149.0,29579.0,29947.0,30711.0,31839.0,33071.0,33856.0,34338.0,34746.0,34622.0,33990.0,34413.0,35582.0
2067,2067,23749.070000189102,24278.899558617464,24857.697959750567,25640.485709985605,26650.98914917331,27687.17905166233,28324.09998913109,28262.498020583764,28279.208700972766,28329.600547001857,27284.924664477356,27132.810023718004,28245.55053555992
2068,2068,16932.929999810898,17034.100441382536,17202.302040249433,17249.514290014395,17350.01085082669,17563.82094833767,17653.90001086891,17745.501979416236,17781.791299027234,17783.399452998143,17494.075335522644,17285.189976281996,17518.44946444008
2069,2069,14030.743058863958,14205.17671683289,14376.845729102397,14463.771682507946,14681.52566755961,14821.917315547364,15015.253528166759,15107.255129216423,15152.614740590905,15061.34895072672,14696.943439991877,14604.552479283979,14987.504557134043
2070,2070,12881.292090832974,13062.50591624372,13271.1958397753,13535.552018202612,13802.666687085346,14060.354808629601,14301.038492148087,14669.638430691468,14913.919211139992,14976.71933107168,14758.262229052478,14720.517750868281,15099.444022312347
2071,2071,12581.378201911164,12988.831832048627,13370.247323741873,13664.15678343412,13894.400820647234,14059.655725439743,14185.236768416253,14212.800557041219,14194.404830052834,14001.140428773148,13600.331868934209,13424.169587118764,13857.72165743698
2072,2072,6971.586648391902,7215.485534874764,7488.711107380431,7725.519515855321,7882.40682470781,7964.072150383292,8277.471211268901,8631.30588305089,8764.06121821627,8916.791289428453,8868.462462021434,8890.760182728976,9287.32976311663
2073,2073,16460.0,16566.0,16688.0,16795.0,16902.0,17013.0,17177.0,17295.0,17544.0,17552.0,17269.0,17270.0,17668.0
2074,2074,21832.0,22130.0,22471.0,22794.0,22923.0,23032.0,23161.0,23344.0,23475.0,23607.0,23502.0,23353.0,23626.0
2075,2075,19715.0,19917.0,20216.0,20507.0,20875.0,21193.0,21671.0,21880.0,22003.0,22055.0,21780.0,21792.0,22408.0
2076,2076,24983.942311217477,25081.613816343466,25137.147384064432,25239.084069007346,25351.40048725186,25474.57214370176,25599.412409997436,25786.021485404806,25785.584661917797,25759.641400825316,25416.403531235257,25335.67231023395,25682.867696721587
2077,2077,36412.59214528229,36804.70323332295,37303.2415168049,37782.63508322663,38342.14668573823,39145.06743106743,40561.88260988261,41782.45488766616,42769.203504400684,43463.65382796369,42959.08450704225,43062.4950763824,44137.54264764124
2079,2079,7408.0,7405.0,7337.0,7324.0,7306.0,7319.0,7314.0,7449.0,7673.0,7857.0,7833.0,7934.0,8085.0
2080,2080,1663.8416988416989,1669.934362934363,1699.4440154440153,1722.5830115830115,1751.907335907336,1756.4169884169885,1738.8610038610038,1740.6023166023165,1786.4169884169885,1787.7876447876447,1774.092664092664,1773.046332046332,1786.5830115830115
2081,2081,5391.758301158301,5429.598970398971,5481.489317889318,5496.2836550836555,5492.359330759331,5502.783011583012,5484.272329472329,5478.46435006435,5487.583011583011,5487.679021879022,5401.840669240669,5383.887001287001,5383.350321750322
2082,2082,5460.72367928063,5474.863572499064,5482.076714125141,5502.120831772199,5527.595471150244,5564.735364368677,5622.988478831023,5627.649587860622,5589.428062944923,5559.871791869614,5446.198154739603,5440.918368302735,5459.6362167478455
2083,2083,1656.121067566531,1638.2716363729326,1639.340767441266,1634.1161541017973,1614.0565943196052,1599.9190275327862,1605.254579850193,1636.5007848250123,1658.0767696909272,1650.1340695861134,1665.3370094843674,1647.6636449625482,1654.3292634915765
2084,2084,3665.4487654320988,3682.6864197530863,3703.2808641975307,3719.0734567901236,3735.822839506173,3756.0154320987654,3777.5308641975307,3780.6679012345676,3826.404938271605,3805.477160493827,3767.5512345679012,3690.353086419753,3658.2395061728394
2085,2085,11619.646266305665,11649.180151853829,11687.739946441816,11764.779020621425,11784.338350276617,11838.813458456316,11850.029130000681,11811.40950262427,11766.003930366982,11654.26664157055,11464.340933167212,11410.709566041913,11579.137383472587
2086,2086,13675.775502401819,13772.769961524857,13887.622865349567,13954.350231079256,14072.614030675764,14130.08223315366,14226.571777028797,14296.071222999313,14336.002872354107,14334.443108996344,14239.600109916688,14267.58295096489,14384.45218568841
2087,2087,12868.0,12942.0,13031.0,13107.0,13179.0,13253.0,13313.0,13345.0,13335.0,13290.0,13161.0,13189.0,13377.0
2088,2088,29351.0,29481.0,29641.0,29846.0,30045.0,30260.0,30299.0,30269.0,30020.0,29543.0,28466.0,28132.0,29071.0
2089,2089,11906.05308880309,12050.821814671815,12254.458301158302,12409.777027027027,12537.56447876448,12704.985328185328,12697.516602316602,12504.442664092665,12253.910424710424,11993.465637065638,11588.931274131273,11471.222972972973,11952.060424710424
2090,2090,13970.196911196912,14067.328185328186,14158.8416988417,14228.972972972973,14423.235521235521,14532.814671814673,14522.683397683397,14417.907335907335,14270.289575289575,14012.934362934362,13594.868725868726,13554.027027027027,14057.289575289575
2092,2092,7121.0,7175.0,7216.0,7340.0,7417.0,7476.0,7496.0,7509.0,7461.0,7476.0,7428.0,7308.0,7453.0
2093,2093,22807.0,23083.0,23302.0,23476.0,23697.0,23968.0,24119.0,24191.0,24107.0,23988.0,23673.0,23342.0,23618.0
2094,2094,6122.106104532092,6078.825474396199,6189.807233658478,6217.840483983804,6260.640418012375,6370.252675648931,6429.596966039213,6383.115490599072,6458.341376048022,6413.799931853689,6223.9429310888545,6235.096694541408,6496.604620899894
2095,2095,16386.893895467907,16596.1745256038,16802.192766341523,16956.159516016196,17142.359581987625,17284.74732435107,17306.403033960785,17325.88450940093,17235.65862395198,17117.20006814631,16508.057068911145,16558.903305458593,17151.395379100108
2096,2096,14544.613698312358,14679.88580873398,14874.360668097199,15059.026735486865,15285.001391869164,15454.22182914806,15530.774401206287,15555.922983239576,15576.176709389318,15417.592530302152,15078.469291886562,15075.780664617527,15530.130893695992
2097,2097,15173.292260869564,15312.243304347827,15579.586260869564,15826.602608695652,16098.689826086957,16318.744869565218,16517.712782608694,16499.72904347826,16422.576434782608,16287.847826086956,15992.592347826087,15790.21695652174,15983.375565217391
2099,2099,38933.2682959903,39466.45004859976,40005.02031287705,40732.956675879424,41291.25539533287,41874.654572716376,42501.874489920454,42912.812551616196,43388.36266065031,43526.17321531761,43065.45914586202,43191.90588780912,44167.2161842485
2100,2100,20411.403976120288,20678.47072493975,21004.6699463648,21218.28472823738,21519.101005758635,21856.48303696037,22111.037419235086,22298.054696042385,22425.877392456678,22404.67667772639,22078.53817134143,21923.80397404482,22328.687787677118
2101,2101,19012.4,19250.4,19448.0,19637.466666666667,19808.933333333334,20151.0,20241.333333333332,20193.066666666666,20129.2,20077.933333333334,19926.6,19731.733333333334,19975.933333333334
2102,2102,6286.436300459887,6635.667225344916,6988.728714018055,7280.19463123829,7649.009299948902,7917.60153295861,8048.965382388009,8157.739608243911,8267.957826605349,8365.242616249361,8376.516443536024,8420.62839039346,8490.62839039346
2103,2103,10678.009224831942,10678.196587884657,10746.790741234863,10774.449337633305,10929.872023008296,11046.285626574463,11110.984033954404,11110.384905374765,11116.398204523057,11030.34493238877,10878.483556463976,10912.37160960654,11022.496123225217
2104,2104,3563.179698321767,3604.5506385976705,3678.686950744185,3760.970095358748,3837.8661853484496,3868.0701622149454,3904.143479134204,3933.457967853339,3930.3482452154067,3872.3786537641167,3815.8057330266633,3786.603437260414,3825.3544241102604
2105,2105,2049.254406016034,2018.5114740986835,1995.3028532621556,1958.6729728066937,1924.854343546204,1918.4223078816103,1937.166363782643,1969.2878888983541,2001.7772051376703,2001.9319457458992,2016.314637343707,1984.3224886655119,2002.3729141229142
2106,2106,9590.0,9656.0,9709.0,9719.0,9763.0,9820.0,9838.0,9839.0,9858.0,9827.0,9673.0,9538.0,9714.0
2107,2107,15378.152647975077,15351.538940809969,15373.925233644859,15434.732087227414,15440.118380062306,15420.732087227414,15474.766355140187,15527.090342679128,15559.028037383177,15546.965732087227,15457.869158878504,15263.482866043614,15424.193146417445
2108,2108,1810.1189569631938,1803.448713511019,1796.28464289835,1785.4407522787585,1756.5235952463368,1744.8728510441906,1748.1101880696897,1751.3047190492673,1733.885542863736,1726.725625937464,1741.8592361832236,1719.504788277374,1738.7821622245299
2110,2110,10306.0,10430.0,10567.0,10683.0,10767.0,10858.0,10837.0,10744.0,10607.0,10477.0,9877.0,10172.0,10181.0
2111,2111,14122.0,14250.0,14430.0,14625.0,14803.0,15001.0,15149.0,15342.0,15492.0,15529.0,15493.0,15523.0,15814.0
2112,2112,29032.496798976634,30026.657209660953,31039.515239592103,31976.791489799867,33089.1094721571,34187.962277834864,35478.22910928613,36589.36054659696,37979.10696430451,38503.49804029224,38211.514847591745,38622.82192079743,39691.83370740975
2113,2113,20095.128914556342,20458.800241818804,20908.848464632014,21344.707807644587,21858.550534868456,22321.792881557423,23053.201337714843,23812.779701053867,25433.51009901331,27428.005516395213,27786.925215638254,28430.28346253444,29383.553049418213
2114,2114,22724.959758551307,23124.949698189135,23495.939637826963,23962.929577464787,24545.919517102615,25167.909456740443,25481.979879275656,25619.959758551307,25673.939637826963,25574.919517102615,25396.979879275656,25452.909456740443,26468.79879275654
2115,2115,9790.040241448693,10009.050301810865,10247.060362173039,10498.070422535211,10712.080482897385,11051.090543259557,11641.020120724346,12065.040241448693,12398.060362173039,12787.080482897385,12806.020120724346,12996.090543259557,13357.20120724346
2116,2116,6573.870621675034,6611.58545180883,6656.301588856622,6754.610707900675,6843.452179921433,6792.2304343414335,7097.350636968066,7265.307746174326,7376.483114125156,7416.085756823882,7314.542559927908,7379.345086660514,7646.747274313022
2117,2117,19585.938142692023,20089.001456350234,20635.556256632502,21049.303566896193,21523.085236463216,22082.62076531117,22405.548650090626,22719.547371421722,22907.10472934453,22789.63928165106,22272.670762663678,22438.356035481254,22912.22234401293
2118,2118,22730.354659757457,23074.529823358447,23415.21219342138,23830.225803024143,24551.614334588114,25263.370590230665,26177.322502824576,26978.36667228722,27815.552234351326,28152.438385649573,27970.845043167166,28181.473975134497,28867.322210467824
2119,2119,11410.115264400076,11495.752120941506,11599.487338138675,11710.20418447407,11871.372839191172,12049.581488805256,12204.892964215092,12378.778210116732,12497.958282834727,12599.820182432863,12488.941634241244,12441.841296166358,12569.822925304587
2120,2120,20436.186854975644,20488.814097874565,20565.053722081488,20703.93658547094,20809.92823684597,20845.557146542287,21030.59022602159,21148.52362692904,21270.113473025776,21312.72116465362,21061.51196172249,21128.81621994103,21439.47490153881
2121,2121,25777.0,26295.0,26958.0,27592.0,28459.0,29289.0,30171.0,32103.0,33549.0,34302.0,34352.0,34659.0,35716.0
2122,2122,29880.374286467024,30642.542548520243,31168.636295775883,31619.500702555546,32021.339992974445,32559.24484060771,32955.56955299903,33133.85975234917,33395.38293668218,32172.49644331255,31396.55993677,31664.89461666813,33131.61324317204
2125,2125,16792.0,16794.0,16846.0,16957.0,16988.0,17045.0,17048.0,17032.0,16974.0,16833.0,16652.0,16334.0,16523.0
2126,2126,19707.0,19650.0,19603.0,19588.0,19518.0,19460.0,19591.0,19587.0,19569.0,19505.0,19136.0,18829.0,18952.0
2127,2127,8541.0,9569.0,10991.0,12104.0,13420.0,15189.0,16792.0,18735.0,20677.0,22320.0,23490.0,24320.0,24765.0
2128,2128,3323.0,3406.0,3619.0,3711.0,3953.0,4350.0,4380.0,4169.0,4047.0,3801.0,3634.0,3569.0,3573.0
2130,2130,7236.836320784112,7301.940996420624,7414.74336438975,7502.70320244869,7546.652891804103,7602.928349675436,7597.189877755713,7600.001015900486,7583.245545400508,7532.1757429464005,7307.119684731684,7308.411016218844,7450.8655534179325
2131,2131,23333.08986270555,23584.551413301717,23975.346514674653,24190.25517399516,24469.48673538181,24873.258854558157,25077.509360672295,24756.125109920027,24478.258279420974,24014.306557713404,23113.19873377672,23004.2913431278,23976.840961499718
2132,2132,10851.542056074766,10982.355140186915,11113.467289719627,11098.308411214954,11123.691588785046,11137.990654205607,11162.607476635514,11212.906542056075,11255.14953271028,11158.953271028036,10764.971962616823,10686.0,10966.794392523365
2133,2133,11181.531760435571,11304.152450090744,11435.44283121597,11474.733212341198,11495.168784029038,11525.822141560799,11503.693284936478,11487.967332123411,11377.34664246824,11201.56442831216,10964.709618874773,10948.297640653358,11201.499092558985
2134,2134,13266.901639344262,13902.901639344262,14709.393442622952,15648.131147540984,16168.655737704918,16729.622950819674,17133.67213114754,17374.245901639344,17792.803278688523,18165.147540983606,18361.77049180328,18835.508196721312,19789.45901639344
2135,2135,24412.66973844789,24859.043208091432,25321.001138504616,25740.400935888552,26158.807364090637,26622.64497203426,27016.446689682507,27150.92836945221,27255.403148743862,27035.951161691468,26114.395623553028,26060.53372116249,27077.966758749662
2136,2136,7084.0,7219.0,7350.0,7502.0,7605.0,7739.0,7836.0,7940.0,7994.0,7940.0,7783.0,7713.0,7858.0
2137,2137,25346.27894736842,25890.542105263157,26466.073684210525,26987.93157894737,27395.3,27804.994736842105,28045.015789473684,28341.547368421052,28438.405263157896,28340.752631578947,27851.163157894738,27744.205263157895,28223.34736842105
